molecule_chembl_id,canonical_smiles,bioactivity_class,MolWt,MolLogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL185238,Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1,inactive,287.3260000000001,3.3903200000000018,1,4,4.795880017344075
CHEMBL371694,CC(C)(C)c1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1,active,295.361,4.575300000000004,1,2,6.045757490560675
CHEMBL200259,OCc1cccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)c1,intermediate,327.387,4.298000000000003,2,3,5.79997073344623
CHEMBL68215,Oc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,active,313.36000000000007,4.511300000000003,2,3,6.4698003017969175
CHEMBL200863,CC(C)(CNC(=O)Nc1ccc(Cl)cc1)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,active,496.3980000000002,6.250400000000004,4,4,7.886056647693163
CHEMBL381447,CC(C)(CNS(C)(=O)=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,active,420.9220000000001,3.3245000000000013,3,5,7.853871964321762
CHEMBL426476,CN(C)CCCNC(=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,active,399.88200000000006,3.1792000000000007,3,5,7.3979400086720375
CHEMBL200889,CC(C)(CN)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,active,342.83000000000004,3.734000000000001,3,4,8.221848749616356
CHEMBL200320,NCc1ccc(-c2nc(-c3ccc(Cl)c(O)c3)c(-c3ccncc3)[nH]2)cc1,active,376.84700000000004,4.623400000000003,3,4,8.096910013008056
CHEMBL200118,Oc1cc(-c2[nH]cnc2-c2ccncc2)ccc1Cl,active,271.707,3.497700000000001,2,3,7.481486060122112
CHEMBL371952,Oc1cc(-c2[nH]c(-c3ccco3)nc2-c2ccncc2)ccc1Cl,active,337.7660000000001,4.7577000000000025,2,4,7.886056647693163
CHEMBL381250,Oc1cc(-c2[nH]c(-c3cccnc3)nc2-c2ccncc2)ccc1Cl,active,348.793,4.559700000000001,2,4,8.221848749616356
CHEMBL200172,CC(C)(C)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,active,327.815,4.795200000000004,2,3,7.920818753952375
CHEMBL373011,Oc1cc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)ccc1Cl,active,347.80500000000006,5.1647000000000025,2,3,8.0
CHEMBL200114,COc1cc(Nc2cncc(-c3cccc(NC(C)=O)c3)n2)cc(OC)c1OC,intermediate,394.4310000000002,3.871400000000002,2,7,5.455931955649724
CHEMBL1336,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,active,464.83100000000013,5.549700000000003,3,4,7.337242168318426
CHEMBL274738,CC(=O)Nc1cccc(-c2cncc(NCc3ccc(F)c(Cl)c3)n2)c1,inactive,370.815,4.506600000000003,2,4,4.00436480540245
CHEMBL199588,CC(=O)Nc1cccc(-c2cncc(NCc3ccoc3)n2)c1,inactive,308.341,3.307100000000001,2,5,4.481486060122113
CHEMBL440761,CC(=O)Nc1cccc(-c2cncc(NCc3cccc(F)c3)n2)c1,intermediate,336.37,3.853200000000002,2,4,5.096910013008056
CHEMBL199892,COc1cc(CNc2cncc(-c3cccc(NC(C)=O)c3)n2)cc(OC)c1OC,inactive,408.4580000000002,3.7399000000000022,2,7,4.0
CHEMBL198400,COc1ccc(OCCNc2cncc(-c3cccc(NC(C)=O)c3)n2)cc1,inactive,378.43200000000013,3.6015000000000024,2,6,4.236572006437063
CHEMBL200964,CC(=O)Nc1cccc(-c2cncc(NCCOc3ccccc3)n2)c1,inactive,348.406,3.592900000000002,2,5,4.187086643357144
CHEMBL200130,CC(=O)Nc1cccc(-c2cncc(NCCCc3ccccc3)n2)c1,inactive,346.43399999999997,4.146700000000003,2,4,4.0
CHEMBL372149,CC(=O)Nc1cccc(-c2cncc(NCCc3ccccc3)n2)c1,inactive,332.407,3.7566000000000015,2,4,4.346787486224656
CHEMBL199800,CC(=O)Nc1cccc(-c2cncc(NCc3ccccc3)n2)c1,inactive,318.38,3.714100000000002,2,4,4.7447274948966935
CHEMBL433992,CC(=O)Nc1cccc(-c2cncc(NCc3ccccn3)n2)c1,inactive,319.368,3.1091000000000006,2,5,4.0
CHEMBL382262,CC(=O)Nc1cccc(-c2cncc(NCc3cc(C)[nH]n3)n2)c1,inactive,322.372,2.7456200000000006,3,5,4.853871964321762
CHEMBL201625,CC(=O)Nc1cccc(-c2cncc(NCc3cc(C)on3)n2)c1,intermediate,323.35600000000005,3.0105200000000014,2,6,5.376750709602099
CHEMBL201576,CC(=O)Nc1cccc(-c2cncc(NCc3ccc4c(c3)OCO4)n2)c1,intermediate,362.3890000000001,3.442800000000001,2,6,5.42021640338319
CHEMBL370112,CC(=O)Nc1cccc(-c2cncc(NCc3ccc4c(c3)OCCO4)n2)c1,inactive,376.41600000000017,3.4853000000000014,2,6,4.468521082957745
CHEMBL381275,CC(=O)Nc1cccc(-c2cncc(Nc3nc(C(C)(C)C)cs3)n2)c1,inactive,367.47800000000007,4.599600000000003,2,6,4.698970004336019
CHEMBL199948,CC(=O)Nc1cccc(-c2cncc(Nc3cc(Cl)nc(Cl)c3)n2)c1,active,374.23100000000005,4.547400000000001,2,5,6.022276394711152
CHEMBL199811,CC(=O)Nc1cccc(-c2cncc(Nc3ccc4c(c3)C(=O)OC4)n2)c1,active,360.37300000000016,3.516000000000001,2,6,6.130768280269024
CHEMBL199605,CC(=O)Nc1cccc(-c2cncc(Nc3cccc4c3OC(F)(F)C(F)(F)O4)n2)c1,inactive,434.3490000000001,4.802400000000001,2,6,4.0
CHEMBL200075,CC(=O)Nc1cccc(-c2cncc(Nc3ccc4c(c3)OC(F)(F)O4)n2)c1,inactive,384.3420000000001,4.167100000000001,2,6,4.431798275933005
CHEMBL373242,CC(=O)Nc1cccc(-c2cncc(Nc3ccc4c(c3)OC(F)(F)C(F)(F)O4)n2)c1,inactive,434.3490000000001,4.802400000000001,2,6,4.4089353929735005
CHEMBL199281,CC(=O)Nc1cccc(-c2cncc(Nc3ccc4c(c3)OCCCO4)n2)c1,intermediate,376.4160000000002,4.006900000000002,2,6,5.346787486224656
CHEMBL199833,CC(=O)Nc1cccc(-c2cncc(Nc3ccc4c(c3)OCCO4)n2)c1,intermediate,362.3890000000002,3.6168000000000013,2,6,5.267606240177032
CHEMBL371958,CC(=O)Nc1cccc(-c2cncc(Nc3ccc4c(c3)OCO4)n2)c1,inactive,348.36200000000014,3.574300000000001,2,6,5.0
CHEMBL383374,CC(=O)Nc1cccc(-c2cncc(Nc3ccc(N4CCOCC4)cc3)n2)c1,inactive,389.45900000000023,3.6822000000000017,2,6,5.0
CHEMBL200080,CC(=O)Nc1cccc(-c2cncc(Nc3ccc(S(=O)(=O)N4CCOCC4)cc3)n2)c1,intermediate,453.5240000000003,2.866500000000001,2,7,5.055517327849832
CHEMBL198244,CC(=O)Nc1cccc(-c2cncc(Nc3cccc(-c4cnco4)c3)n2)c1,active,371.4000000000001,4.500600000000003,2,6,6.102372908709558
CHEMBL198348,CC(=O)Nc1cccc(-c2cncc(Nc3ccc(F)c(Cl)c3)n2)c1,inactive,356.78800000000007,4.638100000000002,2,4,4.0
CHEMBL378600,CC(=O)Nc1cccc(-c2cncc(Nc3ccc(OC(F)(F)F)cc3)n2)c1,inactive,388.34900000000005,4.744200000000002,2,5,4.075720713938118
CHEMBL199394,CC(=O)Nc1cccc(-c2cncc(Nc3cccc(O)c3)n2)c1,inactive,320.35200000000003,3.5512000000000006,3,5,4.853871964321762
CHEMBL201322,CC(=O)Nc1cccc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,intermediate,338.79800000000006,4.499000000000002,2,4,5.055517327849832
CHEMBL201272,COc1ccc(Nc2cncc(-c3cccc(NC(C)=O)c3)n2)c(OC)c1,inactive,364.40500000000014,3.862800000000002,2,6,4.6777807052660805
CHEMBL203093,COc1ccc(Nc2cncc(-c3cccc(NC(C)=O)c3)n2)cc1OC,intermediate,364.40500000000014,3.862800000000002,2,6,5.886056647693163
CHEMBL425577,COc1cc(Nc2cncc(-c3cccc(NC(C)=O)c3)n2)cc(OC)c1,intermediate,364.40500000000014,3.862800000000002,2,6,5.568636235841013
CHEMBL199798,COc1ccc(Nc2cncc(-c3cccc(NC(C)=O)c3)n2)cc1,inactive,334.3790000000001,3.8542000000000014,2,5,4.585026652029182
CHEMBL199355,CC(=O)Nc1cccc(-c2cncc(Nc3cccc(OCCN)c3)n2)c1,intermediate,363.42100000000016,3.1831000000000005,3,6,5.42021640338319
CHEMBL373006,COc1cccc(Nc2cncc(-c3cccc(NC(C)=O)c3)n2)c1,intermediate,334.3790000000001,3.8542000000000014,2,5,5.318758762624412
CHEMBL201023,COc1ccccc1Nc1cncc(-c2cccc(NC(C)=O)c2)n1,inactive,334.3790000000001,3.8542000000000014,2,5,4.130768280269024
CHEMBL199805,CC(=O)Nc1cccc(-c2cncc(NN(C)c3ccccc3)n2)c1,inactive,333.39500000000004,3.5653000000000015,2,5,4.0
CHEMBL425576,CC(=O)Nc1cccc(-c2cncc(Nc3ccccc3)n2)c1,intermediate,304.353,3.845600000000001,2,4,5.102372908709558
CHEMBL248051,NC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,426.37900000000013,3.3664000000000014,3,6,7.468521082957745
CHEMBL247250,CNC(=O)Nc1ccc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)cn1,active,462.43800000000016,3.4753000000000007,4,8,7.161150909262744
CHEMBL247798,CCNC(=O)Nc1ccc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)cn1,active,476.46500000000015,3.865400000000002,4,8,6.913640169325252
CHEMBL247797,CNC(=O)Nc1ccc(CNc2c(C(=O)Nc3ccc(SC(F)(F)F)cc3)cnn2C)cn1,active,479.48800000000006,4.042700000000002,4,7,6.812479279163537
CHEMBL247619,CNC(=O)Nc1ccc(CNc2c(C(=O)Nc3ccc4c(c3)OC(F)(F)C(F)(F)O4)cnn2C)cn1,active,509.42000000000013,3.387600000000001,4,8,6.718966632752273
CHEMBL247618,CNC(=O)c1cc(CNc2ccsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,446.4350000000002,3.688600000000002,3,7,7.214670164989233
CHEMBL247435,CNC(=O)c1cc(CNc2c(C(=O)Nc3ccc4c(c3)OC(F)(F)O4)cnn2C)ccn1,active,444.3980000000001,2.3606,3,8,6.701146923590294
CHEMBL392600,O=C(Nc1ccc2c(c1)OC(F)(F)C(F)(F)O2)c1ncsc1NCc1ccncc1,intermediate,440.37800000000004,4.359300000000002,2,7,5.591760034688151
CHEMBL247434,CNC(=O)c1cc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)C(F)(F)O3)ccn1,active,497.4300000000002,3.7189000000000014,3,8,6.716698771296451
CHEMBL247248,CNC(=O)c1cc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,intermediate,447.4230000000002,3.0836000000000006,3,8,5.906578314837765
CHEMBL395705,O=C(NCc1ccccc1)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,531.5190000000002,5.5892000000000035,4,6,6.634512015109101
CHEMBL399571,O=C(Nc1ccc2c(c1)CCC2)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,557.5570000000001,6.400200000000003,4,6,7.1938200260161125
CHEMBL397345,O=C(Nc1ccccc1)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,517.4920000000002,5.911500000000002,4,6,7.4089353929735005
CHEMBL247793,CCNC(=O)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,469.44800000000015,4.408900000000002,4,6,7.045757490560675
CHEMBL394503,CNC(=O)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,455.4210000000001,4.0188000000000015,4,6,7.619788758288394
CHEMBL247792,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(NCCc2cnc[nH]2)c1,active,492.48600000000016,4.645200000000002,4,7,6.835647144215563
CHEMBL247424,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(NCCCn2ccnc2)c1,active,506.5130000000002,4.966200000000002,3,8,6.995678626217358
CHEMBL247423,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(NCCOCCO)c1,active,486.47500000000025,3.688300000000001,4,8,6.782516055786093
CHEMBL395700,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(NCCCO)c1,active,456.4490000000002,4.061800000000002,4,7,6.847711655616943
CHEMBL247591,COCCCNc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,470.47600000000017,4.715900000000003,3,7,6.806875401645538
CHEMBL398052,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(NCCO)c1,active,442.42200000000014,3.6717000000000013,4,7,6.950781977329818
CHEMBL248860,COCCNc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,456.4490000000001,4.325800000000002,3,7,6.982966660701219
CHEMBL399534,CNc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,412.39600000000013,4.309200000000002,3,6,7.0
CHEMBL400109,Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,398.3690000000001,3.8497000000000012,3,6,6.1979107421182675
CHEMBL400057,CN(C)c1nccc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)n1,active,427.4110000000001,3.7285000000000013,2,7,6.45717457304082
CHEMBL246424,CNc1nccc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)n1,active,413.3840000000001,3.704200000000002,3,7,7.585026652029182
CHEMBL246423,CS(=O)(=O)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,476.4610000000002,3.639000000000001,3,7,6.2262135550188065
CHEMBL400308,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(C2=NCCN2)c1,active,451.43300000000016,3.617300000000001,3,7,6.815308569182402
CHEMBL248258,NC(=S)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,442.4470000000002,3.9017000000000017,3,6,7.0
CHEMBL248257,N#Cc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,408.36400000000015,4.139180000000002,2,6,6.958607314841775
CHEMBL248256,CC(=O)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,440.4060000000001,4.225900000000002,3,6,8.301029995663981
CHEMBL246608,O=C(NCCO)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,470.43200000000013,2.9896000000000003,4,7,6.401209493236885
CHEMBL247030,COCCCNC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,intermediate,498.4860000000002,4.033800000000002,3,7,5.987162775294828
CHEMBL245805,COCCNC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,484.4590000000002,3.643700000000001,3,7,6.303643611266668
CHEMBL245804,CS(=O)(=O)CCNC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,532.5250000000002,3.0419,3,8,6.655607726314889
CHEMBL248398,O=C(NC1CC1)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,466.44400000000013,4.159700000000002,3,6,6.716698771296451
CHEMBL398872,O=C(NCCCN1CCOCC1)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,intermediate,553.5660000000001,3.7196000000000016,3,8,5.165579296318468
CHEMBL248397,CCN(CC)CCCNC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,539.5830000000002,4.729200000000002,3,7,6.756961951313706
CHEMBL248227,CCN(CC)CCNC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,525.5560000000002,4.339100000000002,3,7,6.860120913598763
CHEMBL248226,CCNC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,454.4330000000001,4.017200000000002,3,6,6.47755576649368
CHEMBL247437,CNC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,active,440.4060000000001,3.6271000000000013,3,6,7.346787486224656
CHEMBL391781,O=C(Nc1ccc2c(c1)OC(F)(F)C(F)(F)O2)c1ccccc1NCc1ccncc1,active,433.36100000000005,4.902800000000003,2,5,7.3979400086720375
CHEMBL404630,Oc1cc(O)c(-c2noc3ccc(NCCN4CCOCC4)cc23)cc1Cl,inactive,389.83900000000017,3.3035000000000014,3,7,4.698970004336019
CHEMBL410295,Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n2c3ccccc3nc12,active,530.6360000000003,4.693840000000004,1,9,6.267606240177032
CHEMBL429743,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(Cl)cc5)cccc4c3)c2cc1OC,active,484.9390000000002,7.103200000000005,1,5,7.3979400086720375
CHEMBL401710,O=C1NCCN1CCNc1nccc(-c2[nH]c(C3CC3)nc2-c2cc(Cl)ccc2Cl)n1,active,458.35300000000024,4.155000000000003,3,5,8.0
CHEMBL402029,CNc1nccc(-c2[nH]c(C3CC3)nc2-c2cccc(NS(=O)(=O)Cc3ccc(Cl)c(Cl)c3)c2)n1,active,529.4530000000001,5.701500000000004,3,6,6.328827157284917
CHEMBL402424,NC(=O)c1cccc(Nc2nccc(-c3[nH]c(C4CC4)nc3-c3cccc(NS(=O)(=O)Cc4ccc(Cl)c(Cl)c4)c3)n2)c1,active,634.5490000000002,6.502300000000004,4,7,6.052076380168273
CHEMBL429498,O=C(Cc1ccc(Cl)cc1)Nc1cccc(-c2nc(C3CC3)[nH]c2-c2ccnc(NCCN3CCNC3=O)n2)c1,active,557.0580000000003,4.682800000000003,4,6,8.154901959985743
CHEMBL403854,CNc1nccc(-c2[nH]c(C3CC3)nc2-c2cccc(NC(=O)Cc3ccc(Cl)cc3)c2)n1,active,458.95300000000015,5.287400000000004,3,5,8.045757490560675
CHEMBL254966,NC(=O)c1cccc(Nc2nccc(-c3[nH]c(C4CC4)nc3-c3cccc(NC(=O)Cc4ccc(Cl)cc4)c3)n2)c1,active,564.0490000000002,6.088200000000004,4,6,8.397940008672037
CHEMBL254965,O=C(Cc1ccc(Cl)cc1)Nc1cccc(-c2nc(C(F)(F)F)[nH]c2-c2ccnc(NCCN3CCNC3=O)n2)c1,active,584.9900000000001,4.824200000000002,4,6,7.267606240177032
CHEMBL258454,CNc1nccc(-c2[nH]c(C(F)(F)F)nc2-c2cccc(NC(=O)Cc3ccc(Cl)cc3)c2)n1,active,486.88500000000016,5.428800000000003,3,5,7.522878745280337
CHEMBL256775,NC(=O)c1cccc(Nc2nccc(-c3[nH]c(C(F)(F)F)nc3-c3cccc(NC(=O)Cc4ccc(Cl)cc4)c3)n2)c1,active,591.9810000000002,6.229600000000003,4,6,6.966576244513051
CHEMBL256921,O=C(Nc1cccc(-c2nc(C3CC3)[nH]c2-c2ccnc(NCCN3CCNC3=O)n2)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,active,626.0430000000003,6.164400000000004,5,6,7.657577319177793
CHEMBL255497,O=C1NCCN1CCNc1nccc(-c2[nH]c(C3CC3)nc2-c2cccc(NS(=O)(=O)Cc3ccc(Cl)c(Cl)c3)c2)n1,active,627.5580000000002,5.096900000000003,4,7,6.464705879957229
CHEMBL255496,NC(=O)c1cccc(Nc2nccc(-c3[nH]c(C4CC4)nc3-c3cccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)n2)c1,active,633.0340000000003,7.569800000000003,5,6,7.455931955649724
CHEMBL430413,CNc1nccc(-c2[nH]c(C3CC3)nc2-c2cccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)n1,active,527.9380000000001,6.769000000000004,4,5,7.6777807052660805
CHEMBL257986,CC(C)(C)NC(=O)NCCNc1nccc(-c2[nH]c(C3CC3)nc2-c2ccccc2Cl)n1,active,453.97800000000024,4.574100000000003,4,5,7.080921907623926
CHEMBL500406,O/N=C1\CCc2cc(-c3c[nH]nc3-c3ccncc3)ccc21,active,290.3260000000001,3.263200000000001,2,4,9.823908740944319
CHEMBL521732,Cn1cc(-c2ccc3cn[nH]c3c2)c(-c2ccncc2)n1,active,275.315,3.0254000000000003,1,4,7.154901959985743
CHEMBL496477,Cn1cc(-c2ccc3c(c2)C(=O)NC3)c(-c2ccncc2)n1,active,290.32599999999996,2.3925,1,4,7.164943898279883
CHEMBL523261,Cn1cc(-c2ccc3c(c2)Cc2c[nH]nc2-3)c(-c2ccncc2)n1,active,313.364,3.4434000000000013,1,4,8.823908740944319
CHEMBL498468,Cc1c[nH]nc1-c1ccc(-c2cn(C)nc2-c2ccncc2)cc1,active,315.38,3.847620000000002,1,4,8.356547323513812
CHEMBL498467,Cn1cc(-c2ccc(-c3cc[nH]n3)cc2)c(-c2ccncc2)n1,active,301.353,3.539200000000001,1,4,7.164943898279883
CHEMBL498524,Cn1cc(-c2ccc3c(c2)CCN/C3=N/O)c(-c2ccncc2)n1,active,319.368,2.4306,2,5,7.795880017344075
CHEMBL524643,Cn1cc(-c2ccc3c(c2)CN/C3=N/O)c(-c2ccncc2)n1,active,305.341,2.3881000000000006,2,5,8.698970004336019
CHEMBL497866,Cn1cc(-c2ccc(/C(N)=N\O)cc2)c(-c2ccncc2)n1,active,293.33,2.2436,2,5,7.735182176990463
CHEMBL497701,Cn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncn2)n1,active,305.34099999999995,2.6685999999999996,1,6,8.508638306165727
CHEMBL497700,Cn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccnc(O)c2)n1,active,320.352,2.9792000000000005,2,6,8.537602002101044
CHEMBL496479,Cn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccnc(N)c2)n1,active,319.368,2.8558000000000003,2,6,8.67778070526608
CHEMBL496478,Cn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2cnco2)n1,active,294.31399999999996,2.866600000000001,1,6,8.387216143280265
CHEMBL521731,Cn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2cccnc2)n1,active,304.35299999999995,3.273600000000001,1,5,6.362710452321825
CHEMBL526671,Cn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccc3c(cnn3C)c2)n1,active,357.41700000000003,3.7653000000000025,1,6,6.013407393177789
CHEMBL498688,CNC1CCCC(n2cc(-c3ccc4c(c3)CC/C4=N\O)c(-c3ccncc3)n2)C1,active,401.51400000000007,4.439700000000004,2,6,9.638272163982407
CHEMBL524445,O/N=C1\CCc2cc(-c3cn(CC4CCCNC4)nc3-c3ccncc3)ccc21,active,387.4870000000001,3.736200000000002,2,6,9.070581074285707
CHEMBL497670,O/N=C1\CCc2cc(-c3cn(CC4CCNCC4)nc3-c3ccncc3)ccc21,active,387.4870000000001,3.736200000000002,2,6,8.920818753952375
CHEMBL497671,O/N=C1\CCc2cc(-c3cn(C4CCOCC4)nc3-c3ccncc3)ccc21,active,374.4440000000001,4.088100000000003,1,6,9.657577319177793
CHEMBL498674,CN1CCC(n2cc(-c3ccc4c(c3)CC/C4=N\O)c(-c3ccncc3)n2)CC1,active,387.48700000000014,4.003300000000002,1,6,9.468521082957745
CHEMBL526479,O/N=C1\CCc2cc(-c3cn(C4CCNCC4)nc3-c3ccncc3)ccc21,active,373.4600000000001,3.661100000000002,2,6,10.522878745280337
CHEMBL498503,CN(C)CCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,active,375.47600000000006,3.6883000000000017,1,6,9.327902142064282
CHEMBL498496,NCCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,active,347.42199999999997,3.085400000000001,2,6,9.4089353929735
CHEMBL498327,CN(C)CCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,active,361.44900000000007,3.2982000000000014,1,6,8.39577394691553
CHEMBL496276,NCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,active,333.3949999999999,2.6953000000000005,2,6,8.619788758288394
CHEMBL498487,OCC(CO)n1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,active,364.40500000000003,2.2623000000000006,3,7,9.2518119729938
CHEMBL498317,OCC(O)Cn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,active,364.4050000000001,2.0898,3,7,9.060480747381382
CHEMBL527029,OCCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,active,348.406,3.1190000000000007,2,6,10.301029995663981
CHEMBL525191,OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,active,334.37899999999996,2.7289000000000003,2,6,9.886056647693163
CHEMBL496472,COCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,active,348.406,3.383000000000002,1,6,8.935542010773082
CHEMBL521562,O/N=C1\CCc2cc(-c3cn([C@@H]4CCC[C@@H](O)C4)nc3-c3ccncc3)ccc21,active,388.47100000000006,4.212600000000004,2,6,10.045757490560675
CHEMBL498344,O/N=C1\CCc2cc(-c3cn([C@@H]4CCC[C@H](O)C4)nc3-c3ccncc3)ccc21,active,388.47100000000006,4.212600000000004,2,6,10.397940008672037
CHEMBL524640,O/N=C1\CCc2cc(-c3cn([C@H]4CCC[C@@H]4O)nc3-c3ccncc3)ccc21,active,374.4440000000001,3.8225000000000025,2,6,9.481486060122112
CHEMBL498343,O/N=C1\CCc2cc(-c3cn([C@H]4CCC[C@H]4O)nc3-c3ccncc3)ccc21,active,374.4440000000001,3.8225000000000025,2,6,8.407823242604133
CHEMBL503089,O/N=C1\CCc2cc(-c3cn(C4CCCC4)nc3-c3ccncc3)ccc21,active,358.445,4.851700000000004,1,5,8.460923901207224
CHEMBL502816,CCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,active,318.38,3.7565000000000017,1,5,9.244125144327509
CHEMBL500660,Cn1ncc(-c2ccc3c(c2)CC/C3=N\O)c1-c1ccncc1,active,304.35299999999995,3.273600000000001,1,5,9.318758762624412
CHEMBL500659,Cn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,active,304.35299999999995,3.273600000000001,1,5,10.698970004336019
CHEMBL524635,CCn1cc(-c2ccnc3[nH]ccc23)c(-c2cccc(NC(=S)Nc3ccccc3)c2)n1,active,438.5600000000001,5.922200000000004,3,4,6.480172006224281
